ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;ID;countInput;countLineCode;countLineCodeDecl;countLineCodeExe;countOutput;countPath;countPathLog;countStmt;countStmtDec;countStmtExe;cyclomatic;cyclomaticModified;cyclomaticStrict;essential;knots;maxEssentialKnots;maxNesting;minEssentialKnots;Id;AvgPathLength;HasLoop;AvgCountLoop;CountReqEcCovered;EdgeCoverage;CountReqPcCovered;PrimePathCoverage
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options);14;32;6;17;17;14;1;18;7;11;6;6;6;1;1;0;3;0;org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage();1;12;5;9;7;1;0;10;5;5;1;1;1;1;0;0;0;0;org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage();15;1;1;14;0.6363636363636364;2;0.031746031746031744;
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options);14;32;6;17;17;14;1;18;7;11;6;6;6;1;1;0;3;0;org.apache.commons.cli.HelpFormatterTest.testUsageWithLongOptSeparator();0;12;4;9;14;1;0;10;4;6;1;1;1;1;0;0;0;0;org.apache.commons.cli.HelpFormatterTest.testUsageWithLongOptSeparator();29;1;3;16;0.7272727272727273;10;0.15873015873015872;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.ApplicationTest.testLs();0;19;5;17;13;1;0;14;5;9;1;1;1;1;0;0;0;0;org.apache.commons.cli.ApplicationTest.testLs();7.5;0;0;8;0.6153846153846154;2;0.3333333333333333;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.ApplicationTest.testAnt();0;30;7;28;12;1;0;24;6;18;1;1;1;1;0;0;0;0;org.apache.commons.cli.ApplicationTest.testAnt();7;0;0;6;0.46153846153846156;1;0.16666666666666666;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.ApplicationTest.testGroovy();0;63;4;61;13;1;0;17;4;13;1;1;1;1;0;0;0;0;org.apache.commons.cli.ApplicationTest.testGroovy();7.5;0;0;8;0.6153846153846154;2;0.3333333333333333;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.ApplicationTest.testNLT();0;53;20;50;13;1;0;29;14;15;1;1;1;1;0;0;0;0;org.apache.commons.cli.ApplicationTest.testNLT();8;0;0;7;0.5384615384615384;1;0.16666666666666666;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.OptionsTest.testHelpOptions();0;26;10;23;8;1;0;24;10;14;1;1;1;1;0;0;0;0;org.apache.commons.cli.OptionsTest.testHelpOptions();7.5;0;0;8;0.6153846153846154;2;0.3333333333333333;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.OptionsTest.testMissingOptionException();1;14;2;7;7;2;0;7;2;5;2;2;2;1;1;0;1;0;org.apache.commons.cli.OptionsTest.testMissingOptionException();9;0;0;8;0.6153846153846154;1;0.16666666666666666;
org.apache.commons.cli.Options.addOption(Option);88;18;2;9;10;6;1;10;2;8;4;4;4;1;0;0;2;0;org.apache.commons.cli.OptionsTest.testMissingOptionsException();1;15;2;8;7;2;0;8;2;6;2;2;2;1;1;0;1;0;org.apache.commons.cli.OptionsTest.testMissingOptionsException();9;0;0;8;0.6153846153846154;1;0.16666666666666666;
org.apache.commons.cli.Options.addOptionGroup(OptionGroup);15;14;1;7;8;4;1;9;2;7;3;3;3;1;0;0;1;0;org.apache.commons.cli.OptionsTest.testGetOptionsGroups();0;14;4;11;7;1;0;12;4;8;1;1;1;1;0;0;0;0;org.apache.commons.cli.OptionsTest.testGetOptionsGroups();13;1;2;8;0.8;6;0.6666666666666666;
org.apache.commons.cli.Options.getMatchingOptions(String);5;17;2;8;7;4;1;10;3;7;4;4;4;1;1;0;2;0;org.apache.commons.cli.OptionsTest.testGetMatchingOpts();0;9;2;6;8;1;0;7;2;5;1;1;1;1;0;0;0;0;org.apache.commons.cli.OptionsTest.testGetMatchingOpts();10;1;1.3333333333333333;12;1;9;0.9;
org.apache.commons.cli.PatternOptionBuilder.parsePattern(String);11;45;10;30;12;10;1;24;9;15;6;6;6;1;2;0;3;0;org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern();1;35;5;30;12;4;1;29;5;24;3;3;3;1;2;0;1;0;org.apache.commons.cli.PatternOptionBuilderTest.testSimplePattern();146;1;18;24;0.8888888888888888;21;0.42857142857142855;
org.apache.commons.cli.PatternOptionBuilder.parsePattern(String);11;45;10;30;12;10;1;24;9;15;6;6;6;1;2;0;3;0;org.apache.commons.cli.PatternOptionBuilderTest.testEmptyPattern();0;5;2;2;4;1;0;3;2;1;1;1;1;1;0;0;0;0;org.apache.commons.cli.PatternOptionBuilderTest.testEmptyPattern();9;0;0;8;0.2962962962962963;1;0.02040816326530612;
org.apache.commons.cli.PatternOptionBuilder.parsePattern(String);11;45;10;30;12;10;1;24;9;15;6;6;6;1;2;0;3;0;org.apache.commons.cli.PatternOptionBuilderTest.testUntypedPattern();0;12;4;9;6;1;0;10;4;6;1;1;1;1;0;0;0;0;org.apache.commons.cli.PatternOptionBuilderTest.testUntypedPattern();36;1;3;21;0.7777777777777778;16;0.32653061224489793;
org.apache.commons.cli.PatternOptionBuilder.parsePattern(String);11;45;10;30;12;10;1;24;9;15;6;6;6;1;2;0;3;0;org.apache.commons.cli.PatternOptionBuilderTest.testExistingFilePatternFileNotExist();0;6;4;4;4;1;0;5;4;1;1;1;1;1;0;0;0;0;org.apache.commons.cli.PatternOptionBuilderTest.testExistingFilePatternFileNotExist();21;1;2;18;0.6666666666666666;7;0.14285714285714285;
